"cond","pragContext","window","Region","trialType","feature","noun","list","prop_selections","ymin_selections","ymax_selections","prop_looks"
"contrast","unreliable","noun","competitor","train","big","flute",1,0,0,0,0.0881696428571429
"contrast","unreliable","noun","other","train","big","flute",1,0,0,0,0.194196428571429
"contrast","unreliable","noun","target","train","big","hammock",1,1,1,1,0.401785714285714
"contrast","unreliable","noun","competitor","train","big","hammock",1,0,0,0,0.295758928571429
"contrast","unreliable","noun","other","train","big","hammock",1,0,0,0,0.302455357142857
"contrast","unreliable","noun","target","train","big","house",1,1,1,1,0.900111607142857
"contrast","unreliable","noun","competitor","train","big","house",1,0,0,0,0.0463169642857143
"contrast","unreliable","noun","other","train","big","house",1,0,0,0,0.0535714285714286
"contrast","unreliable","noun","target","train","big","jeep",1,1,1,1,0.744977678571429
"contrast","unreliable","noun","competitor","train","big","jeep",1,0,0,0,0.0809151785714286
"contrast","unreliable","noun","other","train","big","jeep",1,0,0,0,0.174107142857143
"contrast","unreliable","noun","target","train","big","lifevest",1,1,1,1,0.611049107142857
"contrast","unreliable","noun","competitor","train","big","lifevest",1,0,0,0,0.152901785714286
"contrast","unreliable","noun","other","train","big","lifevest",1,0,0,0,0.236049107142857
"contrast","unreliable","noun","target","train","big","mushroom",1,1,1,1,0.719866071428571
"contrast","unreliable","noun","competitor","train","big","mushroom",1,0,0,0,0.137834821428571
"contrast","unreliable","noun","other","train","big","mushroom",1,0,0,0,0.142299107142857
"contrast","unreliable","noun","target","train","big","paperbag",1,1,1,1,0.645089285714286
"contrast","unreliable","noun","competitor","train","big","paperbag",1,0,0,0,0.0954241071428571
"contrast","unreliable","noun","other","train","big","paperbag",1,0,0,0,0.259486607142857
"contrast","unreliable","noun","target","train","big","pool",1,1,1,1,0.79372197309417
"contrast","unreliable","noun","competitor","train","big","pool",1,0,0,0,0.085762331838565
"contrast","unreliable","noun","other","train","big","pool",1,0,0,0,0.120515695067265
"contrast","unreliable","noun","target","train","big","rope",1,1,1,1,0.670985915492958
"contrast","unreliable","noun","competitor","train","big","rope",1,0,0,0,0.111549295774648
"contrast","unreliable","noun","other","train","big","rope",1,0,0,0,0.217464788732394
"contrast","unreliable","noun","target","train","big","seahorse",1,1,1,1,0.657511210762332
"contrast","unreliable","noun","competitor","train","big","seahorse",1,0,0,0,0.111547085201794
"contrast","unreliable","noun","other","train","big","seahorse",1,0,0,0,0.230941704035874
"contrast","unreliable","noun","target","train","big","suit",1,1,1,1,0.794084821428571
"contrast","unreliable","noun","competitor","train","big","suit",1,0,0,0,0.128348214285714
